order_id,customer_id,product_id,order_date,quantity,payment_mode,product_name,category,price,cost_price,customer_name,gender,age,city,state,Sales,Profit
O00082,C496,P166,2025-12-27,3,Cash,Sports Item 166,Sports,61918,41768,SCustomer496,Female,46,Kochi,Kerala,185754,60450
O00083,C284,P198,2025-03-22,3,Cash,Home Appliance Item 198,Home Appliance,54630,40861,ACustomer284,Male,30,Bengaluru,Karnataka,163890,41307
O00084,C061,P094,2025-03-21,5,Net Banking,Sports Item 94,Sports,43175,32829,SCustomer61,Female,45,Chennai,Tamil Nadu,215875,51730
O00085,C346,P114,2025-12-05,4,Debit Card,Sports Item 114,Sports,36686,28813,ACustomer346,Male,27,Kochi,Kerala,146744,31492
O00086,C245,P174,2026-06-25,2,UPI,Home Appliance Item 174,Home Appliance,72954,49847,SCustomer245,Female,51,Bengaluru,Karnataka,145908,46214
O00087,C101,P005,2025-05-26,1,UPI,Fashion Item 5,Fashion,30939,22622,SCustomer101,Female,37,Chennai,Tamil Nadu,30939,8317
O00088,C105,P050,2026-06-10,2,UPI,Sports Item 50,Sports,48177,35666,ACustomer105,Male,52,Bengaluru,Karnataka,96354,25022
O00089,C009,P128,2026-02-04,3,UPI,Home Appliance Item 128,Home Appliance,11158,8369,ACustomer9,Male,57,Mumbai,Maharashtra,33474,8367
O00090,C050,P029,2025-01-14,2,Net Banking,Furniture Item 29,Furniture,13706,11330,SCustomer50,Female,27,Hyderabad,Telangana,27412,4752
O00091,C439,P139,2025-01-07,1,Cash,Sports Item 139,Sports,17998,12890,ACustomer439,Male,56,Mumbai,Maharashtra,17998,5108
O00092,C361,P150,2026-02-20,1,UPI,Sports Item 150,Sports,13799,11541,ACustomer361,Male,54,Mumbai,Maharashtra,13799,2258
O00093,C178,P198,2026-06-25,5,Net Banking,Home Appliance Item 198,Home Appliance,54630,40861,SCustomer178,Female,43,Mumbai,Maharashtra,273150,68845
O00094,C325,P151,2025-07-05,5,Debit Card,Furniture Item 151,Furniture,2893,2332,SCustomer325,Female,39,Hyderabad,Telangana,14465,2805
O00095,C070,P153,2025-01-24,1,UPI,Electronics Item 153,Electronics,26809,19464,ACustomer70,Male,53,Chennai,Tamil Nadu,26809,7345
O00096,C124,P125,2026-02-12,2,UPI,Books Item 125,Books,9143,7196,SCustomer124,Female,55,Mumbai,Maharashtra,18286,3894
O00097,C374,P070,2026-01-23,4,Net Banking,Furniture Item 70,Furniture,11582,8537,SCustomer374,Female,57,Hyderabad,Telangana,46328,12180
O00098,C334,P008,2025-12-21,2,Credit Card,Electronics Item 8,Electronics,39687,31022,ACustomer334,Male,53,Kochi,Kerala,79374,17330
O00099,C295,P127,2026-02-12,1,UPI,Fashion Item 127,Fashion,21596,16246,SCustomer295,Female,59,Mumbai,Maharashtra,21596,5350
O00100,C009,P168,2026-03-26,5,Credit Card,Sports Item 168,Sports,37694,25671,ACustomer9,Male,57,Mumbai,Maharashtra,188470,60115
O00101,C271,P095,2025-08-30,5,UPI,Electronics Item 95,Electronics,4099,3083,ACustomer271,Male,58,Kochi,Kerala,20495,5080
O00102,C370,P063,2026-04-03,5,Credit Card,Electronics Item 63,Electronics,35226,28494,ACustomer370,Male,34,Hyderabad,Telangana,176130,33660
O00103,C414,P086,2026-05-25,5,Cash,Furniture Item 86,Furniture,2456,1806,ACustomer414,Male,30,Hyderabad,Telangana,12280,3250
O00104,C253,P110,2025-10-07,3,Credit Card,Sports Item 110,Sports,59852,42331,ACustomer253,Male,28,Kochi,Kerala,179556,52563
O00105,C193,P044,2026-02-16,2,Cash,Electronics Item 44,Electronics,41496,27774,ACustomer193,Male,44,Mumbai,Maharashtra,82992,27444
O00106,C179,P068,2025-12-29,3,Credit Card,Home Appliance Item 68,Home Appliance,9831,6768,ACustomer179,Male,39,Mumbai,Maharashtra,29493,9189
O00107,C026,P016,2025-08-22,4,Cash,Fashion Item 16,Fashion,61802,49617,ACustomer26,Male,29,Kochi,Kerala,247208,48740
O00108,C097,P165,2025-01-28,1,UPI,Electronics Item 165,Electronics,34925,23707,ACustomer97,Male,44,Bengaluru,Karnataka,34925,11218
O00109,C311,P185,2026-04-06,3,Debit Card,Furniture Item 185,Furniture,20981,18227,SCustomer311,Female,51,Hyderabad,Telangana,62943,8262
O00110,C260,P200,2026-03-23,5,Net Banking,Fashion Item 200,Fashion,573,494,ACustomer260,Male,25,Chennai,Tamil Nadu,2865,395
O00111,C201,P083,2025-05-20,5,Debit Card,Electronics Item 83,Electronics,73328,49026,ACustomer201,Male,60,Mumbai,Maharashtra,366640,121510
O00112,C450,P187,2025-09-07,1,Debit Card,Fashion Item 187,Fashion,27649,18759,SCustomer450,Female,26,Mumbai,Maharashtra,27649,8890
O00113,C006,P196,2026-02-08,5,Net Banking,Electronics Item 196,Electronics,26598,18966,SCustomer6,Female,44,Hyderabad,Telangana,132990,38160
O00114,C246,P055,2026-01-14,4,Cash,Sports Item 55,Sports,15112,12520,SCustomer246,Female,47,Bengaluru,Karnataka,60448,10368
O00115,C308,P027,2026-01-23,3,Credit Card,Electronics Item 27,Electronics,14401,11409,SCustomer308,Female,47,Kochi,Kerala,43203,8976
O00116,C245,P123,2026-01-18,1,Debit Card,Fashion Item 123,Fashion,2213,1554,SCustomer245,Female,51,Bengaluru,Karnataka,2213,659
O00117,C331,P057,2025-07-15,2,Credit Card,Home Appliance Item 57,Home Appliance,42291,35081,ACustomer331,Male,33,Kochi,Kerala,84582,14420
O00118,C282,P013,2025-02-01,5,Credit Card,Fashion Item 13,Fashion,13036,10795,ACustomer282,Male,41,Bengaluru,Karnataka,65180,11205
O00119,C385,P190,2026-01-07,4,Cash,Fashion Item 190,Fashion,1747,1169,SCustomer385,Female,28,Mumbai,Maharashtra,6988,2312
O00120,C254,P141,2025-10-19,3,Net Banking,Home Appliance Item 141,Home Appliance,34834,23296,ACustomer254,Male,48,Hyderabad,Telangana,104502,34614
O00121,C247,P073,2025-12-28,5,Net Banking,Furniture Item 73,Furniture,10911,7615,SCustomer247,Female,46,Hyderabad,Telangana,54555,16480
O00122,C278,P052,2026-03-13,2,Net Banking,Home Appliance Item 52,Home Appliance,54859,42945,SCustomer278,Female,21,Kochi,Kerala,109718,23828
O00123,C392,P176,2025-07-05,2,Net Banking,Furniture Item 176,Furniture,54128,43594,ACustomer392,Male,39,Kochi,Kerala,108256,21068
O00124,C352,P057,2025-03-10,3,Credit Card,Home Appliance Item 57,Home Appliance,42291,35081,SCustomer352,Female,57,Kochi,Kerala,126873,21630
O00125,C355,P156,2025-07-21,3,Net Banking,Books Item 156,Books,4858,3837,ACustomer355,Male,49,Hyderabad,Telangana,14574,3063
O00126,C089,P071,2025-08-06,3,Cash,Books Item 71,Books,19165,13468,SCustomer89,Female,58,Kochi,Kerala,57495,17091
O00127,C214,P100,2026-01-25,1,Debit Card,Home Appliance Item 100,Home Appliance,57759,48085,SCustomer214,Female,32,Hyderabad,Telangana,57759,9674
O00128,C499,P069,2025-09-20,3,Net Banking,Electronics Item 69,Electronics,10674,7340,SCustomer499,Female,43,Bengaluru,Karnataka,32022,10002
O00129,C184,P072,2026-06-12,3,UPI,Electronics Item 72,Electronics,57803,49703,ACustomer184,Male,36,Bengaluru,Karnataka,173409,24300
O00130,C198,P180,2025-04-27,3,Credit Card,Sports Item 180,Sports,57491,39364,ACustomer198,Male,30,Mumbai,Maharashtra,172473,54381
O00131,C176,P046,2025-09-04,2,Credit Card,Furniture Item 46,Furniture,69654,47246,SCustomer176,Female,43,Bengaluru,Karnataka,139308,44816
O00132,C419,P109,2025-04-28,2,Debit Card,Fashion Item 109,Fashion,7021,4962,SCustomer419,Female,60,Bengaluru,Karnataka,14042,4118
O00133,C064,P074,2025-09-16,5,Credit Card,Books Item 74,Books,4365,3245,ACustomer64,Male,27,Chennai,Tamil Nadu,21825,5600
O00134,C013,P176,2025-06-10,2,Cash,Furniture Item 176,Furniture,54128,43594,ACustomer13,Male,54,Bengaluru,Karnataka,108256,21068
O00135,C498,P195,2025-10-14,5,UPI,Electronics Item 195,Electronics,69848,48200,ACustomer498,Male,39,Chennai,Tamil Nadu,349240,108240
O00136,C368,P014,2025-05-19,5,Debit Card,Furniture Item 14,Furniture,65327,44951,SCustomer368,Female,60,Hyderabad,Telangana,326635,101880
O00137,C173,P105,2025-03-20,3,Debit Card,Fashion Item 105,Fashion,22080,15092,ACustomer173,Male,52,Hyderabad,Telangana,66240,20964
O00138,C035,P072,2026-01-12,2,Credit Card,Electronics Item 72,Electronics,57803,49703,ACustomer35,Male,44,Hyderabad,Telangana,115606,16200
O00139,C487,P030,2025-09-10,2,Cash,Sports Item 30,Sports,18788,14104,SCustomer487,Female,40,Hyderabad,Telangana,37576,9368
O00140,C419,P083,2025-10-01,4,Debit Card,Electronics Item 83,Electronics,73328,49026,SCustomer419,Female,60,Bengaluru,Karnataka,293312,97208
O00141,C273,P065,2025-05-07,4,UPI,Electronics Item 65,Electronics,63297,42724,SCustomer273,Female,42,Hyderabad,Telangana,253188,82292
O00142,C271,P153,2026-05-19,2,UPI,Electronics Item 153,Electronics,26809,19464,ACustomer271,Male,58,Kochi,Kerala,53618,14690
O00143,C213,P189,2026-04-23,1,Cash,Books Item 189,Books,44716,38314,SCustomer213,Female,58,Mumbai,Maharashtra,44716,6402
O00144,C231,P055,2026-04-24,1,Net Banking,Sports Item 55,Sports,15112,12520,SCustomer231,Female,47,Bengaluru,Karnataka,15112,2592
O00145,C372,P007,2025-08-02,3,Cash,Sports Item 7,Sports,8586,5966,SCustomer372,Female,58,Kochi,Kerala,25758,7860
O00146,C248,P170,2025-08-30,1,Debit Card,Home Appliance Item 170,Home Appliance,23187,18347,ACustomer248,Male,48,Mumbai,Maharashtra,23187,4840
O00147,C149,P141,2026-03-01,2,Cash,Home Appliance Item 141,Home Appliance,34834,23296,SCustomer149,Female,33,Hyderabad,Telangana,69668,23076
O00148,C297,P065,2025-01-09,3,Net Banking,Electronics Item 65,Electronics,63297,42724,ACustomer297,Male,21,Bengaluru,Karnataka,189891,61719
O00149,C042,P116,2025-04-09,2,Net Banking,Sports Item 116,Sports,65035,47042,ACustomer42,Male,51,Mumbai,Maharashtra,130070,35986
O00150,C025,P085,2025-12-10,5,Credit Card,Furniture Item 85,Furniture,14235,10390,ACustomer25,Male,31,Chennai,Tamil Nadu,71175,19225
O00151,C040,P051,2025-01-14,3,Credit Card,Sports Item 51,Sports,36201,24552,SCustomer40,Female,36,Hyderabad,Telangana,108603,34947
O00152,C399,P116,2025-11-30,4,Net Banking,Sports Item 116,Sports,65035,47042,ACustomer399,Male,57,Kochi,Kerala,260140,71972
O00153,C047,P142,2025-06-28,4,Credit Card,Home Appliance Item 142,Home Appliance,44772,30387,SCustomer47,Female,31,Chennai,Tamil Nadu,179088,57540
O00154,C396,P167,2025-01-09,1,UPI,Books Item 167,Books,34258,24540,SCustomer396,Female,50,Bengaluru,Karnataka,34258,9718
O00155,C448,P131,2026-04-12,4,Credit Card,Furniture Item 131,Furniture,18358,13534,SCustomer448,Female,22,Mumbai,Maharashtra,73432,19296
O00156,C328,P012,2025-12-22,1,UPI,Sports Item 12,Sports,71290,49914,SCustomer328,Female,28,Kochi,Kerala,71290,21376
O00157,C200,P128,2026-04-05,1,Credit Card,Home Appliance Item 128,Home Appliance,11158,8369,ACustomer200,Male,46,Mumbai,Maharashtra,11158,2789
O00158,C007,P041,2025-06-07,5,Net Banking,Electronics Item 41,Electronics,61536,45158,ACustomer7,Male,21,Bengaluru,Karnataka,307680,81890
O00159,C329,P023,2025-06-29,4,Cash,Electronics Item 23,Electronics,27544,22819,ACustomer329,Male,53,Chennai,Tamil Nadu,110176,18900
O00160,C319,P020,2025-12-25,3,Credit Card,Electronics Item 20,Electronics,50347,35949,ACustomer319,Male,32,Kochi,Kerala,151041,43194
O00161,C172,P160,2025-08-24,5,Net Banking,Home Appliance Item 160,Home Appliance,52097,43377,ACustomer172,Male,25,Mumbai,Maharashtra,260485,43600
O00162,C415,P158,2025-12-04,4,UPI,Furniture Item 158,Furniture,56082,41221,SCustomer415,Female,58,Bengaluru,Karnataka,224328,59444
O00163,C452,P098,2025-06-28,2,Net Banking,Sports Item 98,Sports,53649,43758,ACustomer452,Male,29,Hyderabad,Telangana,107298,19782
O00164,C305,P102,2025-09-17,4,Debit Card,Electronics Item 102,Electronics,62810,47762,ACustomer305,Male,51,Chennai,Tamil Nadu,251240,60192
O00165,C074,P187,2025-04-22,4,Net Banking,Fashion Item 187,Fashion,27649,18759,ACustomer74,Male,34,Mumbai,Maharashtra,110596,35560
O00166,C003,P176,2025-06-27,3,Debit Card,Furniture Item 176,Furniture,54128,43594,SCustomer3,Female,29,Mumbai,Maharashtra,162384,31602
O00167,C337,P088,2025-08-04,5,Cash,Furniture Item 88,Furniture,7451,5764,SCustomer337,Female,39,Mumbai,Maharashtra,37255,8435
O00168,C104,P191,2026-05-25,3,UPI,Electronics Item 191,Electronics,54647,44049,SCustomer104,Female,51,Hyderabad,Telangana,163941,31794
O00169,C101,P114,2025-03-19,3,UPI,Sports Item 114,Sports,36686,28813,SCustomer101,Female,37,Chennai,Tamil Nadu,110058,23619
O00170,C409,P178,2025-11-14,5,Net Banking,Furniture Item 178,Furniture,10135,7469,ACustomer409,Male,30,Mumbai,Maharashtra,50675,13330
O00171,C220,P183,2025-07-10,3,Credit Card,Electronics Item 183,Electronics,27007,22387,ACustomer220,Male,43,Chennai,Tamil Nadu,81021,13860
O00172,C019,P172,2026-03-25,2,Net Banking,Books Item 172,Books,35474,28067,ACustomer19,Male,60,Mumbai,Maharashtra,70948,14814
O00173,C090,P152,2025-04-29,3,UPI,Furniture Item 152,Furniture,64036,47845,ACustomer90,Male,36,Bengaluru,Karnataka,192108,48573
O00174,C027,P018,2026-03-07,5,Credit Card,Furniture Item 18,Furniture,34017,28748,ACustomer27,Male,57,Mumbai,Maharashtra,170085,26345
O00175,C056,P138,2025-10-31,1,Credit Card,Books Item 138,Books,48786,34683,SCustomer56,Female,36,Mumbai,Maharashtra,48786,14103
O00176,C191,P129,2025-01-29,3,Credit Card,Furniture Item 129,Furniture,42018,34624,SCustomer191,Female,25,Mumbai,Maharashtra,126054,22182
O00177,C177,P050,2025-05-12,4,Debit Card,Sports Item 50,Sports,48177,35666,SCustomer177,Female,41,Hyderabad,Telangana,192708,50044
O00178,C119,P182,2026-01-31,3,UPI,Home Appliance Item 182,Home Appliance,51560,41909,ACustomer119,Male,49,Hyderabad,Telangana,154680,28953
O00179,C306,P187,2025-06-29,5,Debit Card,Fashion Item 187,Fashion,27649,18759,ACustomer306,Male,29,Bengaluru,Karnataka,138245,44450
O00180,C134,P108,2025-03-19,1,Debit Card,Books Item 108,Books,46462,32448,ACustomer134,Male,34,Chennai,Tamil Nadu,46462,14014
O00181,C411,P128,2026-06-11,1,Credit Card,Home Appliance Item 128,Home Appliance,11158,8369,ACustomer411,Male,30,Kochi,Kerala,11158,2789
O00182,C394,P093,2025-10-23,4,Credit Card,Fashion Item 93,Fashion,5979,4487,ACustomer394,Male,45,Hyderabad,Telangana,23916,5968
O00183,C133,P077,2025-02-14,3,UPI,Fashion Item 77,Fashion,5906,4559,ACustomer133,Male,55,Chennai,Tamil Nadu,17718,4041
O00184,C442,P027,2026-05-10,1,Debit Card,Electronics Item 27,Electronics,14401,11409,ACustomer442,Male,31,Bengaluru,Karnataka,14401,2992
O00185,C211,P077,2025-08-13,2,Debit Card,Fashion Item 77,Fashion,5906,4559,ACustomer211,Male,50,Mumbai,Maharashtra,11812,2694
O00186,C337,P124,2025-10-04,1,Debit Card,Sports Item 124,Sports,22110,17577,SCustomer337,Female,39,Mumbai,Maharashtra,22110,4533
